Ticker,Description,Exchange,Market Capitalization,Sector
IMTX,Immatics N.V.,NASDAQ,742321715.020747,Health Technology
IMUX,"Immunic, Inc.",NASDAQ,282742718.6326071,Health Technology
IMV,IMV Inc.,NASDAQ,162032273.35034016,Health Technology
IMVT,"Immunovant, Inc.",NASDAQ,1100278287.5718133,Health Technology
IMXI,"International Money Express, Inc.",NASDAQ,607892174.6894946,Finance
INBX,"Inhibrx, Inc.",NASDAQ,1004631570.0069553,Health Technology
INCY,Incyte Corporation,NASDAQ,18464774533.019127,Health Technology
INDB,Independent Bank Corp.,NASDAQ,2486205001.2306323,Finance
INDI,"indie Semiconductor, Inc.",NASDAQ,1344975034.2641509,Finance
INFI,"Infinity Pharmaceuticals, Inc.",NASDAQ,294308828.251497,Health Technology
INFN,Infinera Corporation,NASDAQ,2002816717.19397,Electronic Technology
INFO,IHS Markit Ltd.,NYSE,45844887973.76214,Technology Services
INFU,"InfuSystems Holdings, Inc.",NYSE ARCA,387269656.70612663,Health Technology
INGN,"Inogen, Inc",NASDAQ,1499369212.9453895,Health Technology
INGR,Ingredion Incorporated,NYSE,6027120780.929134,Process Industries
INM,InMed Pharmaceuticals Inc.,NASDAQ,22139444.845360827,Health Technology
INMB,INmune Bio Inc.,NASDAQ,260723853.63657272,Health Technology
INMD,InMode Ltd.,NASDAQ,3459709473.178266,Health Technology
INNV,InnovAge Holding Corp.,NASDAQ,3129076277.718092,Technology Services
INO,"Inovio Pharmaceuticals, Inc.",NASDAQ,1768518006.4183671,Health Technology
INOD,Innodata Inc.,NASDAQ,192902239.35742444,Technology Services
INOV,"Inovalon Holdings, Inc.",NASDAQ,5002614041.874106,Technology Services
INS,Intelligent Systems Corporation,NYSE,278372844.4725522,Technology Services
INSE,"Inspired Entertainment, Inc.",NASDAQ,265153244.6208652,Technology Services
INSG,Inseego Corp.,NASDAQ,1047792257.4293838,Electronic Technology
INSM,"Insmed, Inc.",NASDAQ,3302617275.661991,Health Technology
INSP,"Inspire Medical Systems, Inc.",NYSE,5059811038.296547,Health Technology
INSW,"International Seaways, Inc.",NYSE,544326294.2529203,Transportation
INT,World Fuel Services Corporation,NYSE,2014035759.760097,Distribution Services
INTC,Intel Corporation,NASDAQ,224795461199.46558,Electronic Technology
INTT,inTest Corporation,NYSE ARCA,167440289.61555806,Electronic Technology
INTU,Intuit Inc.,NASDAQ,129360944888.72072,Technology Services
INTZ,Intrusion Inc.,NASDAQ,249323093.6728198,Electronic Technology
INVA,"Innoviva, Inc.",NASDAQ,1351768808.6820986,Health Technology
INVE,"Identiv, Inc.",NASDAQ,353053311.6801366,Electronic Technology
INVO,"INVO BioScience, Inc.",NASDAQ,43363492.74487472,Miscellaneous
INVZ,Innoviz Technologies Ltd.,NASDAQ,1560332439.1086748,Producer Manufacturing
IO,Ion Geophysical Corporation,NYSE,58486753.074766345,Technology Services
IONS,"Ionis Pharmaceuticals, Inc.",NASDAQ,5326992761.130469,Health Technology
IOSP,Innospec Inc.,NASDAQ,2252884813.291902,Process Industries
IOVA,"Iovance Biotherapeutics, Inc.",NASDAQ,3787605130.6206336,Health Technology
IP,International Paper Company,NYSE,23202717871.643867,Process Industries
IPA,ImmunoPrecise Antibodies Ltd.,NASDAQ,129164832.23678412,Health Technology
IPAR,"Inter Parfums, Inc.",NASDAQ,2266918894.3721247,Consumer Non-Durables
IPG,"Interpublic Group of Companies, Inc. (The)",NYSE,12395267521.921988,Commercial Services
IPGP,IPG Photonics Corporation,NASDAQ,10900032118.82003,Electronic Technology
IPI,"Intrepid Potash, Inc",NYSE,380785134.55755895,Non-Energy Minerals
IPOD,Social Capital Hedosophia Holdings Corp. IV,NYSE,598000003.9923224,Finance
IPOF,Social Capital Hedosophia Holdings Corp. VI,NYSE,1447562543.5245578,Finance
IPWR,Ideal Power Inc.,NASDAQ,72578486.61784898,Producer Manufacturing
IQV,"IQVIA Holdings, Inc.",NYSE,45933518629.41072,Health Services
IR,Ingersoll Rand Inc.,NYSE,19085103998.782345,Producer Manufacturing
IRBT,iRobot Corporation,NASDAQ,2669024314.7410364,Consumer Durables
IRDM,Iridium Communications Inc,NASDAQ,5249723183.825749,Communications
IRIX,IRIDEX Corporation,NASDAQ,109380600,Health Technology
IRTC,"iRhythm Technologies, Inc.",NASDAQ,1902060994.8913522,Health Technology
IRWD,"Ironwood Pharmaceuticals, Inc.",NASDAQ,1898250187.8953795,Health Technology
ISBC,"Investors Bancorp, Inc.",NASDAQ,3422800814.6079116,Finance
ISEE,"IVERIC bio, Inc.",NASDAQ,529797560.7891156,Health Technology
ISIG,"Insignia Systems, Inc.",NASDAQ,13751595.804627249,Commercial Services
ISNS,"Image Sensing Systems, Inc.",NASDAQ,36516576.590778105,Electronic Technology
ISRG,"Intuitive Surgical, Inc.",NASDAQ,104068351521.38583,Health Technology
ISUN,"iSun, Inc.",NASDAQ,105690726.98817569,Industrial Services
IT,"Gartner, Inc.",NYSE,20055831178.064735,Commercial Services
ITAC,"Industrial Tech Acquisitions, Inc.",NASDAQ,97581821.08656715,Finance
ITCI,Intra-Cellular Therapies Inc.,NASDAQ,3506312051.488879,Health Technology
ITGR,Integer Holdings Corporation,NYSE,2974022956.739865,Producer Manufacturing
ITI,"Iteris, Inc.",NASDAQ,308418568.27715886,Electronic Technology
ITOS,"iTeos Therapeutics, Inc.",NASDAQ,880057266.7454681,Health Technology
ITRG,Integra Resources Corp.,NYSE ARCA,159505900.54545456,Non-Energy Minerals
ITRI,"Itron, Inc.",NASDAQ,4286695530.2874913,Electronic Technology
ITRM,Iterum Therapeutics plc,NASDAQ,363651688.25373137,Health Technology
ITRN,Ituran Location and Control Ltd.,NASDAQ,626089756.8927273,Electronic Technology
ITT,ITT Inc.,NYSE,7508780944.327807,Producer Manufacturing
ITW,Illinois Tool Works Inc.,NYSE,69355208123.19781,Producer Manufacturing
IVAC,"Intevac, Inc.",NASDAQ,161136394.3203463,Electronic Technology
IVAN,Ivanhoe Capital Acquisition Corp.,NYSE,346725012.04795206,Finance
IVC,Invacare Corporation,NYSE,277165529.8967193,Health Technology
IVZ,Invesco Ltd,NYSE,12113090450.799337,Finance
IZEA,"IZEA Worldwide, Inc.",NASDAQ,158020081.34351146,Technology Services
J,Jacobs Engineering Group Inc.,NYSE,16886331864.457363,Industrial Services
JACK,Jack In The Box Inc.,NASDAQ,2583799723.855656,Consumer Services
JAKK,"JAKKS Pacific, Inc.",NASDAQ,68435196.44954129,Consumer Durables
JAMF,Jamf Holding Corp.,NASDAQ,3838938708.6288037,Technology Services
JAN,JanOne Inc.,NASDAQ,23123724.76942047,Industrial Services
JAZZ,Jazz Pharmaceuticals plc,NASDAQ,10809659902.444557,Health Technology
JBHT,"J.B. Hunt Transport Services, Inc.",NASDAQ,16473052325.616339,Transportation
JBI,"Janus International Group, Inc.",NYSE,1895741041.8554397,Finance
JBL,Jabil Inc.,NYSE,8282095474.979767,Electronic Technology
JBLU,JetBlue Airways Corporation,NASDAQ,5480984218.601269,Transportation
JBT,John Bean Technologies Corporation,NYSE,4245337251.9183683,Producer Manufacturing
JCI,Johnson Controls International plc,NYSE,46185120477.107834,Producer Manufacturing
JCIC,Jack Creek Investment Corp.,NASDAQ,417449984.496957,Finance
JCOM,"j2 Global, Inc.",NASDAQ,5935820508.040423,Technology Services
JEF,Jefferies Financial Group Inc.,NYSE,7251109534.527851,Finance
JELD,"JELD-WEN Holding, Inc.",NYSE,2524725174.93709,Non-Energy Minerals
JHG,Janus Henderson Group plc,NYSE,6383843687.311617,Finance
JILL,"J. Jill, Inc.",NYSE,197180817.17336684,Retail Trade
JJSF,J & J Snack Foods Corp.,NASDAQ,3291889967.611168,Consumer Non-Durables
JKHY,"Jack Henry & Associates, Inc.",NASDAQ,12223253551.476196,Technology Services
JLL,Jones Lang LaSalle Incorporated,NYSE,10209100827.943254,Finance
JMP,JMP Group LLC,NYSE,119710525.7755102,Finance
JNCE,"Jounce Therapeutics, Inc.",NASDAQ,372284742.5067023,Health Technology
JNJ,Johnson & Johnson,NYSE,426557486598.6214,Health Technology
JNPR,"Juniper Networks, Inc.",NYSE,8826041223.923603,Technology Services
JOAN,"JOANN, Inc.",NASDAQ,609210500.1017638,Process Industries
JOE,St. Joe Company (The),NYSE,2550791983.137011,Finance
JPM,JP Morgan Chase & Co.,NYSE,447802323928.271,Finance
JRVR,"James River Group Holdings, Ltd.",NASDAQ,1338825656.1992886,Finance
JUPW,"Jupiter Wellness, Inc.",NASDAQ,49292016.108597286,Consumer Non-Durables
JVA,"Coffee Holding Co., Inc.",NASDAQ,30027232.103703704,Consumer Non-Durables
JW.A,"John Wiley & Sons, Inc.",NYSE,3079192786.1218987,Consumer Services
JWEL,Jowell Global Ltd.,NASDAQ,173116011.6017699,Distribution Services
JWN,"Nordstrom, Inc.",NYSE,5068867180.311191,Retail Trade
JYNT,The Joint Corp.,NASDAQ,1067713779.4074074,Health Services
K,Kellogg Company,NYSE,21652161716.443825,Consumer Non-Durables
KALA,"Kala Pharmaceuticals, Inc.",NASDAQ,378804263.6836735,Health Technology
KALU,Kaiser Aluminum Corporation,NASDAQ,1967838485.9365218,Non-Energy Minerals
KALV,"KalVista Pharmaceuticals, Inc.",NASDAQ,684570226.5125377,Health Technology
KAMN,Kaman Corporation,NYSE,1447791513.7548413,Electronic Technology
KAR,"KAR Auction Services, Inc",NYSE,2178328743.6428576,Commercial Services
KBAL,"Kimball International, Inc.",NASDAQ,469858849.51237804,Consumer Durables
KBH,KB Home,NYSE,3909538354.7568707,Consumer Durables
KBNT,"Kubient, Inc.",NASDAQ,73268147.90262172,Technology Services
KBR,"KBR, Inc.",NYSE,5280694113.005225,Technology Services
KBSF,KBS Fashion Group Limited,NASDAQ,17017752.815533977,Consumer Non-Durables
KCAC,Kensington Capital Acquisition Corp. II,NYSE,286062500.99899596,Finance
KDMN,"Kadmon Holdings, Inc.",NASDAQ,686175679.6363637,Health Technology
KDNY,"Chinook Therapeutics, Inc.",NASDAQ,677275414.07625,Health Technology
KDP,Keurig Dr Pepper Inc.,NASDAQ,48929439216.61584,Consumer Non-Durables
KE,"Kimball Electronics, Inc.",NASDAQ,515113715.48611766,Commercial Services
KELYA,"Kelly Services, Inc.",NASDAQ,926033176.4898622,Commercial Services
KERN,Akerna Corp.,NASDAQ,105387583.48519363,Technology Services
KEX,Kirby Corporation,NYSE,3707877421.4898806,Transportation
KEY,KeyCorp,NYSE,19342452040.405655,Finance
KEYS,Keysight Technologies Inc.,NYSE,27169649034.33063,Electronic Technology
KFRC,"Kforce, Inc.",NASDAQ,1289036571.835796,Commercial Services
KFY,Korn Ferry,NYSE,3395945702.3018465,Commercial Services
KGC,Kinross Gold Corporation,NYSE,8096903236.308625,Non-Energy Minerals
KHC,The Kraft Heinz Company,NASDAQ,49537469418.7636,Consumer Non-Durables
KIDS,OrthoPediatrics Corp.,NASDAQ,1255031615.0253048,Health Technology
KIN,"Kindred Biosciences, Inc.",NASDAQ,416587921,Health Technology
KINZ,KINS Technology Group Inc.,NASDAQ,342240016.04853386,Finance
KIRK,"Kirkland's, Inc.",NASDAQ,310563697.614082,Retail Trade
KKR,KKR & Co. Inc.,NYSE,32806503223.997204,Finance
KL,Kirkland Lake Gold Ltd.,NYSE,10344120164.608482,Non-Energy Minerals
KLAC,KLA Corporation,NASDAQ,46671239578.123985,Electronic Technology
KLDO,"Kaleido Biosciences, Inc.",NASDAQ,286150550.3402367,Health Technology
KLIC,"Kulicke and Soffa Industries, Inc.",NASDAQ,3349029381.0042505,Electronic Technology
KLR,"Kaleyra, Inc.",NYSE ARCA,369113510.1344178,Communications
KLXE,"KLX Energy Services Holdings, Inc.",NASDAQ,88398381.99999999,Industrial Services
KMB,Kimberly-Clark Corporation,NYSE,43424070588.76682,Consumer Non-Durables
KMDA,Kamada Ltd.,NASDAQ,256824633.68021393,Health Technology
KMI,"Kinder Morgan, Inc.",NYSE,39992526128.24577,Industrial Services
KMPH,"KemPharm, Inc.",NASDAQ,397106661.08597285,Health Technology
KMPR,Kemper Corporation,NYSE,4497057083.68721,Finance
KMT,Kennametal Inc.,NYSE,2793030794.758411,Producer Manufacturing
KMX,CarMax Inc,NYSE,18462182519.38095,Retail Trade
KN,Knowles Corporation,NYSE,1763075566.1348433,Electronic Technology
KNDI,"Kandi Technologies Group, Inc.",NASDAQ,462125740.1914894,Consumer Durables
KNL,"Knoll, Inc.",NYSE,1278147862.8494751,Producer Manufacturing
KNOP,KNOT Offshore Partners LP,NYSE,645530675.0552146,Transportation
KNSA,"Kiniksa Pharmaceuticals, Ltd.",NASDAQ,1026347182.3888887,Health Technology
KNSL,"Kinsale Capital Group, Inc.",NASDAQ,3570340302.1784654,Finance
KNTE,Kinnate Biopharma Inc.,NASDAQ,1036711912.5827945,Health Technology
KNX,Knight-Swift Transportation Holdings Inc.,NYSE,7401636396.380404,Transportation
KO,Coca-Cola Company (The),NYSE,231839072525.76163,Consumer Non-Durables
KOD,Kodiak Sciences Inc,NASDAQ,4262684049.32587,Health Technology
KODK,Eastman Kodak Company,NYSE,687690476.04,Electronic Technology
KOP,Koppers Holdings Inc. Koppers Holdings Inc.,NYSE,657404677.3950111,Process Industries
KOPN,Kopin Corporation,NASDAQ,792352715.6760123,Electronic Technology
KOS,Kosmos Energy Ltd.,NYSE,1260869306.4605677,Energy Minerals
KOSS,Koss Corporation,NASDAQ,194353893.50794983,Consumer Durables
KPLT,"Katapult Holdings, Inc.",NASDAQ,1123412989.832397,Finance
KPTI,Karyopharm Therapeutics Inc.,NASDAQ,794479363.3942858,Health Technology
KR,Kroger Company (The),NYSE,28985000225.4977,Retail Trade
KRA,Kraton Corporation,NYSE,1004180058.9812135,Process Industries
KRMD,"Repro Med Systems, Inc.",NASDAQ,185968938.04640374,Health Technology
KRNLU,"Kernel Group Holdings, Inc.",NASDAQ,375204680.3988327,Finance
KRNT,Kornit Digital Ltd.,NASDAQ,5281301335.45527,Producer Manufacturing
KRNY,Kearny Financial,NASDAQ,963052272.8759125,Finance
KRO,Kronos Worldwide Inc,NYSE,1668436793.5797398,Process Industries
KRON,"Kronos Bio, Inc.",NASDAQ,1361936791.9820716,Health Technology
KROS,"Keros Therapeutics, Inc.",NASDAQ,1252908893.8648906,Health Technology
KRP,Kimbell Royalty Partners,NYSE,778390732.4778898,Miscellaneous
KRTX,"Karuna Therapeutics, Inc.",NASDAQ,3934396599.528159,Health Technology
KRYS,"Krystal Biotech, Inc.",NASDAQ,1449962121.264766,Health Technology
KSMT,Kismet Acquisition One Corp,NASDAQ,314324988,Finance
KSS,Kohl's Corporation,NYSE,7888206451.507782,Retail Trade
KSU,Kansas City Southern,NYSE,25610679052.137787,Transportation
KTB,"Kontoor Brands, Inc.",NYSE,3263095378.4762874,Consumer Non-Durables
KTOS,"Kratos Defense & Security Solutions, Inc.",NASDAQ,3263103302.0806627,Electronic Technology
KULR,"KULR Technology Group, Inc.",NYSE ARCA,198861588.33043477,Finance
KURA,"Kura Oncology, Inc.",NASDAQ,1456695571.5786195,Health Technology
KVHI,"KVH Industries, Inc.",NASDAQ,228505146.05718827,Electronic Technology
KVSA,Khosla Ventures Acquisition Co.,NASDAQ,452170632.1617796,Finance
KVSC,Khosla Ventures Acquisition Co. III,NASDAQ,659985709.8839555,Finance
KW,Kennedy-Wilson Holdings Inc.,NYSE,2754866178.3443713,Finance
KWR,Quaker Chemical Corporation,NYSE,4158051296.0189834,Process Industries
KXIN,Kaixin Auto Holdings,NASDAQ,146312240.3125,Retail Trade
KYMR,"Kymera Therapeutics, Inc.",NASDAQ,2132174950.8602605,Health Technology
KZR,"Kezar Life Sciences, Inc.",NASDAQ,264012387.8973451,Health Technology
L,Loews Corporation,NYSE,13950938223.105764,Finance
LABP,"Landos Biopharma, Inc.",NASDAQ,476597080.1063124,Health Technology
LAC,Lithium Americas Corp.,NYSE,1618163434.155767,Process Industries
LAD,"Lithia Motors, Inc.",NYSE,9318085819.385809,Retail Trade
LAKE,"Lakeland Industries, Inc.",NASDAQ,173914307.5524965,Process Industries
LANC,Lancaster Colony Corporation,NASDAQ,5267705749.278384,Consumer Non-Durables
LASR,"nLIGHT, Inc.",NASDAQ,1282093300.9691417,Electronic Technology
LATN,Union Acquisition Corp. II,NASDAQ,187943548.99999997,Finance
LAUR,"Laureate Education, Inc.",NASDAQ,2914827662.489474,Commercial Services
LAZ,"Lazard LTD. Lazard, LTD.",NYSE,4905325101.710079,Finance
LAZR,"Luminar Technologies, Inc.",NASDAQ,7955474426.022454,Producer Manufacturing
LAZY,"Lazydays Holdings, Inc.",NASDAQ,238598976.5683577,Retail Trade
LB,"L Brands, Inc.",NYSE,17509207759.382706,Retail Trade
LBAI,"Lakeland Bancorp, Inc.",NASDAQ,866801102.761062,Finance
LBRDA,Liberty Broadband Corporation,NASDAQ,30272026788.244915,Consumer Services
LBRDK,Liberty Broadband Corporation,NASDAQ,30339668748.258945,Consumer Services
LBRT,Liberty Oilfield Services Inc.,NYSE,2547616900.641168,Industrial Services
LBTYA,Liberty Global plc,NASDAQ,15217704270.062067,Consumer Services
LBTYK,Liberty Global plc,NASDAQ,15212848025.05469,Consumer Services
LC,LendingClub Corporation,NYSE,1819138338.1809735,Finance
LCI,Lannett Co Inc,NYSE,193967330.74698794,Health Technology
LCII,LCI Industries,NYSE,3180039859.3164673,Producer Manufacturing
LCTX,"Lineage Cell Therapeutics, Inc.",NYSE ARCA,437781240,Health Technology
LCUT,"Lifetime Brands, Inc.",NASDAQ,340908892.4899329,Consumer Durables
LCY,"Landcadia Holdings III, Inc.",NASDAQ,765000013.9771614,Finance
LDI,"loanDepot, Inc.",NYSE,3963782399.553435,Finance
LDL,"Lydall, Inc.",NYSE,599852281.1795245,Process Industries
LDOS,"Leidos Holdings, Inc.",NYSE,14628500605.124077,Technology Services
LE,"Lands' End, Inc.",NASDAQ,1017102862.3994966,Retail Trade
LEA,Lear Corporation,NYSE,10193746025.401823,Producer Manufacturing
LEAP,"Ribbit LEAP, Ltd.",NYSE,611962308.9316889,Finance
LECO,"Lincoln Electric Holdings, Inc.",NASDAQ,7361239494.616669,Producer Manufacturing
LEDS,SemiLEDS Corporation,NASDAQ,78731723.54991636,Electronic Technology
LEG,"Leggett & Platt, Incorporated",NYSE,6523072722.250657,Consumer Durables
LEGO,Legato Merger Corp.,NASDAQ,303070348.7437186,Finance
LEN,Lennar Corporation,NYSE,30046310702.48431,Consumer Durables
LEN.B,Lennar Corporation,NYSE,29953089220.14507,Consumer Durables
LESL,"Leslie's, Inc.",NASDAQ,4840006390.364252,Retail Trade
LEU,Centrus Energy Corp.,NYSE ARCA,374980005.8908702,Non-Energy Minerals
LEV,The Lion Electric Company,NYSE,3498515550.6158595,Finance
LEVI,Levi Strauss & Co,NYSE,9840957376.504004,Consumer Non-Durables
LEXX,Lexaria Bioscience Corp.,NASDAQ,34658415.10901163,Consumer Non-Durables
LFMD,"LifeMD, Inc.",NASDAQ,352874774.9226361,Process Industries
LFTR,Lefteris Acquisition Corp.,NASDAQ,251366339.6762887,Finance
LFUS,"Littelfuse, Inc.",NASDAQ,5868945199.039358,Producer Manufacturing
LFVN,Lifevantage Corporation,NASDAQ,103635884.20365535,Health Technology
LGF.A,Lions Gate Entertainment Corporation,NYSE,4053713045.191046,Consumer Services
LGF.B,Lions Gate Entertainment Corporation,NYSE,4008368261.0303383,Consumer Services
LGIH,"LGI Homes, Inc.",NASDAQ,3815216869.2005777,Consumer Durables
LGND,Ligand Pharmaceuticals Incorporated,NASDAQ,2108319966.6919405,Health Technology
LGO,Largo Resources Ltd.,NASDAQ,1013056214.4895942,Non-Energy Minerals
LGVN,Longeveron Inc.,NASDAQ,136681751.66197184,Health Technology
LH,Laboratory Corporation of America Holdings,NYSE,25405175041.58763,Health Services
LHCG,LHC Group,NASDAQ,6242350611.412818,Health Services
LHDX,"Lucira Health, Inc.",NASDAQ,187081165.44698545,Health Technology
LHX,"L3Harris Technologies, Inc.",NYSE,44862761083.0579,Electronic Technology
LIFE,"aTyr Pharma, Inc.",NASDAQ,72290889.82869378,Health Technology
LII,"Lennox International, Inc.",NYSE,12128572486.879892,Producer Manufacturing
LILA,Liberty Latin America Ltd.,NASDAQ,3304448493.511989,Consumer Services
LILAK,Liberty Latin America Ltd.,NASDAQ,3316856154.73904,Consumer Services
LIN,Linde plc,NYSE,146709195080.70868,Process Industries
LINC,Lincoln Educational Services Corporation,NASDAQ,204678344.56618613,Commercial Services
LIND,Lindblad Expeditions Holdings Inc.,NASDAQ,781478757.3524283,Consumer Services
LIQT,"LiqTech International, Inc.",NASDAQ,161588103.208,Producer Manufacturing
LITE,Lumentum Holdings Inc.,NASDAQ,6073518075.937146,Producer Manufacturing
LIVN,LivaNova PLC,NASDAQ,4018455805.3125,Health Technology
LIVX,"LiveXLive Media, Inc. Common Stock",NASDAQ,335879681.5894039,Commercial Services
LIXT,"Lixte Biotechnology Holdings, Inc.",NASDAQ,39896718.02020202,Health Technology
LJPC,La Jolla Pharmaceutical Company,NASDAQ,123071770.00851065,Health Technology
LKCO,Luokung Technology Corp,NASDAQ,863058177,Technology Services
LKFN,Lakeland Financial Corporation,NASDAQ,1517707430.1368663,Finance
LKQ,LKQ Corporation,NASDAQ,14147125291.05457,Consumer Durables
LL,"Lumber Liquidators Holdings, Inc",NYSE,591542492.8551068,Retail Trade
LLNW,"Limelight Networks, Inc.",NASDAQ,408308646.4059701,Technology Services
LLY,Eli Lilly and Company,NYSE,209595018792.87433,Health Technology
LMACA,Liberty Media Acquisition Corporation - Series A,NASDAQ,740312469.6761531,Finance
LMAT,"LeMaitre Vascular, Inc.",NASDAQ,1269584279.0050697,Health Technology
LMB,"Limbach Holdings, Inc.",NASDAQ,93803021.93942614,Miscellaneous
LMFA,"LM Funding America, Inc.",NASDAQ,23064898.719827585,Commercial Services
LMND,"Lemonade, Inc.",NYSE,6376142217.378667,Finance
LMNL,Liminal BioSciences Inc.,NASDAQ,126961876.32535887,Health Technology
LMNX,Luminex Corporation,NASDAQ,1740607759.9571698,Health Technology
LMPX,"LMP Automotive Holdings, Inc.",NASDAQ,152386407.372093,Technology Services
LMRK,Landmark Infrastructure Partners LP,NASDAQ,333141143.4634703,Finance
LMT,Lockheed Martin Corporation,NYSE,105389788169.75978,Electronic Technology
LNC,Lincoln National Corporation,NYSE,11313879216.008173,Finance
LNDC,Landec Corporation,NASDAQ,336447579.10060716,Consumer Non-Durables
LNG,"Cheniere Energy, Inc.",NYSE ARCA,21106982512.447914,Industrial Services
LNN,Lindsay Corporation,NYSE,1678087919.7731502,Producer Manufacturing
LNT,Alliant Energy Corporation,NASDAQ,14090079055.150553,Utilities
LNTH,"Lantheus Holdings, Inc.",NASDAQ,1661528404.4738116,Health Technology
LOB,"Live Oak Bancshares, Inc.",NASDAQ,2428543856.1157556,Finance
LOCO,"El Pollo Loco Holdings, Inc.",NASDAQ,600419378.9520959,Consumer Services
LODE,"Comstock Mining, Inc.",NYSE ARCA,149018859.6,Non-Energy Minerals
LOGC,"LogicBio Therapeutics, Inc.",NASDAQ,130249857.4817518,Health Technology
LOGI,Logitech International S.A. - Registered Shares,NASDAQ,20833152741.503487,Electronic Technology
LOKB,Live Oak Acquisition Corp. II,NYSE,313403744.03012043,Finance
LOOP,"Loop Industries, Inc.",NASDAQ,551208831.3885617,Process Industries
LOPE,"Grand Canyon Education, Inc.",NASDAQ,4035706540.809589,Commercial Services
LORL,"Loral Space and Communications, Inc.",NASDAQ,1121309355.3444018,Communications
LOTZ,"CarLotz, Inc.",NASDAQ,630868841.0834813,Retail Trade
LOVE,The Lovesac Company,NASDAQ,1055755497.012792,Retail Trade
LOW,"Lowe's Companies, Inc.",NYSE,132103626160.91455,Retail Trade
LPG,Dorian LPG Ltd.,NYSE,585887368.5389878,Transportation
LPI,"Laredo Petroleum, Inc.",NYSE,846678746.6065098,Energy Minerals
LPLA,LPL Financial Holdings Inc.,NASDAQ,10761150958.093788,Finance
LPRO,Open Lending Corporation,NASDAQ,5036256775.686046,Technology Services
LPSN,"LivePerson, Inc.",NASDAQ,4246851086.225823,Technology Services
LPTH,"LightPath Technologies, Inc.",NASDAQ,65883497.31687242,Electronic Technology
LPX,Louisiana-Pacific Corporation,NYSE,5701644629.957356,Non-Energy Minerals
LQDA,Liquidia Corporation,NASDAQ,135649432.6119403,Health Technology
LQDT,"Liquidity Services, Inc.",NASDAQ,736597776.9051129,Consumer Services
LRCX,Lam Research Corporation,NASDAQ,87377168226.48851,Electronic Technology
LRMR,"Larimar Therapeutics, Inc.",NASDAQ,163935571.77170035,Health Technology
LRN,"Stride, Inc.",NYSE,1211779562.5028667,Consumer Services
LSAQ,LifeSci Acquisition II Corp.,NASDAQ,102415606.08308606,Finance
LSCC,Lattice Semiconductor Corporation,NASDAQ,6929997898.30163,Electronic Technology
LSEA,Landsea Homes Corporation,NASDAQ,377190874.8751486,Consumer Durables
LSF,"Laird Superfood, Inc.",NYSE ARCA,265861035.01471114,Consumer Non-Durables
LSPD,Lightspeed POS Inc. Subordinate Voting Shares,NYSE,10495711836.555937,Technology Services
LSTR,"Landstar System, Inc.",NASDAQ,5952944183.958125,Transportation
LSXMA,Liberty Media Corporation - Series A Liberty SiriusXM,NASDAQ,14879086394.252361,Consumer Services
LSXMK,Liberty Media Corporation - Series C Liberty SiriusXM,NASDAQ,14660918586.684843,Consumer Services
LTBR,Lightbridge Corporation,NASDAQ,40100658.33650794,Commercial Services
LTCH,"Latch, Inc.",NASDAQ,1753040487,Technology Services
LTHM,Livent Corporation,NYSE,2770626283.5305786,Process Industries
LTRN,Lantern Pharma Inc.,NASDAQ,168728035.59516025,Health Technology
LTRPA,"Liberty TripAdvisor Holdings, Inc. - Series A",NASDAQ,399961896.5375303,Consumer Services
LTRX,"Lantronix, Inc.",NASDAQ,156316975.6982143,Distribution Services
LULU,lululemon athletica inc.,NASDAQ,45238061277.05295,Retail Trade
LUMN,"Lumen Technologies, Inc.",NYSE,15485428415.643457,Communications
LUNA,Luna Innovations Incorporated,NASDAQ,330213367.93472356,Electronic Technology
LUNG,Pulmonx Corporation,NASDAQ,1529295462.9700766,Health Technology
LUV,Southwest Airlines Company,NYSE,32638073652.209106,Transportation
LUXA,Lux Health Tech Acquisition Corp.,NASDAQ,424781266,Finance
LVS,Las Vegas Sands Corp.,NYSE,40490123323.254524,Consumer Services
LVTX,LAVA Therapeutics N.V.,NASDAQ,280089229.6579385,Health Technology
LW,"Lamb Weston Holdings, Inc.",NYSE,11402716037.062115,Consumer Non-Durables
LWAC,Locust Walk Acquisition Corp.,NASDAQ,217911381.8966653,Finance
LXFR,Luxfer Holdings PLC,NYSE,592475054.6597939,Producer Manufacturing
LXRX,"Lexicon Pharmaceuticals, Inc.",NASDAQ,669959369.485232,Health Technology
LXU,"LSB Industries, Inc.",NYSE,175720830.36585364,Process Industries
LYB,LyondellBasell Industries NV,NYSE,33552420629.46397,Process Industries
LYFT,"Lyft, Inc.",NASDAQ,19261681182.760544,Technology Services
LYRA,"Lyra Therapeutics, Inc.",NASDAQ,112589574.80220993,Health Technology
LYTS,LSI Industries Inc.,NASDAQ,203245605.9642401,Producer Manufacturing
LYV,"Live Nation Entertainment, Inc.",NYSE,18732405404.730083,Consumer Services
LZB,La-Z-Boy Incorporated,NYSE,1663351026.1012518,Consumer Durables
M,Macy's Inc,NYSE,5523613814.362934,Retail Trade
MA,Mastercard Incorporated,NYSE,364130686186.8603,Finance
MAAC,Montes Archimedes Acquisition Corp.,NASDAQ,508263794.00000006,Finance
MACQ,MCAP Acquisition Corporation,NASDAQ,381081264,Finance
MAG,MAG Silver Corporation,NYSE ARCA,2079840011.0430567,Non-Energy Minerals
MAGS,Magal Security Systems Ltd.,NASDAQ,104469574,Electronic Technology
